1. 四则运算题目1:  41 * 37/42
1698. 四则运算题目1698:  (72 / 60'2/11) + 10
1699. 四则运算题目1699:  (50 * 57'15/66) * 40 / 57
1700. 四则运算题目1700:  1 + 4/17 * 49/64 * 81'1/37
1701. 四则运算题目1701:  92 * (39 + 4/5) / 28'11/13
1702. 四则运算题目1702:  87 - 53/63 / 40
1703. 四则运算题目1703:  96 - 51
1704. 四则运算题目1704:  30 * 37/93 + 6'4/34 / 21
1705. 四则运算题目1705:  38 * 4'1/2
1706. 四则运算题目1706:  (72 / 12'33/79) + 5/15 + 28
1707. 四则运算题目1707:  (71 * 84'89/94) - 1'26/41 / 6/80
1708. 四则运算题目1708:  63 / 94 + 26
1709. 四则运算题目1709:  17 + 30/42 * 14/21 / 23
1710. 四则运算题目1710:  43 / 9/14 / 66'5/6
1711. 四则运算题目1711:  57 + 44
1712. 四则运算题目1712:  11 + 68/90 / 15/18
1713. 四则运算题目1713:  66 / 41/61
1714. 四则运算题目1714:  6 / 61'2/4 + 35/51
1715. 四则运算题目1715:  84 + 28'77/86 - 26
1716. 四则运算题目1716:  28 + 17/29
1717. 四则运算题目1717:  59 + 58'19/61 + 24
1718. 四则运算题目1718:  73 * 96 - 28/57
1719. 四则运算题目1719:  19 * 12'26/33
1720. 四则运算题目1720:  47 + 3'10/74
1721. 四则运算题目1721:  42 - 39'48/58 + 30/79
1722. 四则运算题目1722:  (61 * 31/59) + 48 * 93'4/12
1723. 四则运算题目1723:  70 / 2'58/60
1724. 四则运算题目1724:  (25 / 50/84) + 11
1725. 四则运算题目1725:  66 * 13/43 + 72'31/64
1726. 四则运算题目1726:  67 + 85 - 11/34
1727. 四则运算题目1727:  99 - 21/42
1728. 四则运算题目1728:  (67 + 88) + 14
1729. 四则运算题目1729:  84 + 36
1730. 四则运算题目1730:  (25 + 57'1/40) / 18
1731. 四则运算题目1731:  5 + 16/42
1732. 四则运算题目1732:  41 / 20/25
1733. 四则运算题目1733:  (71 / 15/51) * 90'22/71
1734. 四则运算题目1734:  52 * 33 / 31'81/93
1735. 四则运算题目1735:  (99 / 50'2/15) - 45/67
1736. 四则运算题目1736:  43 / 90'70/97 + 6/21
1737. 四则运算题目1737:  10 * 77'13/88 / 80'41/60
1738. 四则运算题目1738:  78 * (66'28/68 / 51/66) / 95
1739. 四则运算题目1739:  62 - 34'10/14
1740. 四则运算题目1740:  20 / 6/13
1741. 四则运算题目1741:  57 - (35/92 / 85) / 69/93
1742. 四则运算题目1742:  86 - 7/91
1743. 四则运算题目1743:  6 * 61'13/88 - 19'24/46
1744. 四则运算题目1744:  (96 / 93) + 49'2/35 * 21'43/81
1745. 四则运算题目1745:  5 + 14/19
1746. 四则运算题目1746:  (63 * 63) + 11/15 + 44
1747. 四则运算题目1747:  66 + 80/96
1748. 四则运算题目1748:  56 + 42/93 * 0
1749. 四则运算题目1749:  (76 + 57) / 8'31/38
1750. 四则运算题目1750:  56 + 77'77/87
1751. 四则运算题目1751:  83 * 36'20/28 * 86'56/96 / 6/39
1752. 四则运算题目1752:  64 / 40
1753. 四则运算题目1753:  97 + 67'42/51
1754. 四则运算题目1754:  40 + 90'44/52
1755. 四则运算题目1755:  57 - 37 + 78'3/21
1756. 四则运算题目1756:  (1 / 53'61/89) + 42'6/7
1757. 四则运算题目1757:  93 * 26 - 24 * 28
1758. 四则运算题目1758:  (91 + 71'37/54) * 28 + 14/83
1759. 四则运算题目1759:  2 / 23/64 / 57
1760. 四则运算题目1760:  (41 + 66/89) * 13/54 * 33
1761. 四则运算题目1761:  78 / 6/14
1762. 四则运算题目1762:  6 * 83
1763. 四则运算题目1763:  68 - 6'7/79
1764. 四则运算题目1764:  (51 - 32) / 99
1765. 四则运算题目1765:  4 - 12/95 - 2/3
1766. 四则运算题目1766:  39 / 44/58 * 3
1767. 四则运算题目1767:  11 / (4/36 / 11/28) - 16
1768. 四则运算题目1768:  93 + (60/83 + 43'11/35) + 73
1769. 四则运算题目1769:  60 / (25 + 49'12/74) / 16/43
1770. 四则运算题目1770:  46 * 47'91/94
1771. 四则运算题目1771:  (17 + 32/43) + 2/20
1772. 四则运算题目1772:  (80 + 2/7) / 35/48
1773. 四则运算题目1773:  91 * 6/8 / 64/70
1774. 四则运算题目1774:  62 / 13
1775. 四则运算题目1775:  (46 * 57'26/42) + 4'16/42 - 65'48/52
1776. 四则运算题目1776:  98 + 42'68/94
1777. 四则运算题目1777:  36 / 46 / 6/91
1778. 四则运算题目1778:  78 + 62 * 49/53 * 80'12/15
1779. 四则运算题目1779:  (42 + 52'6/39) * 13/23 + 48'8/11
1780. 四则运算题目1780:  98 / 4/63 - 5'7/37
1781. 四则运算题目1781:  76 / 45
1782. 四则运算题目1782:  9 + 44
1783. 四则运算题目1783:  (27 - 41/66) / 85
1784. 四则运算题目1784:  (25 - 12/43) / 11/58
1785. 四则运算题目1785:  85 * 22/82
1786. 四则运算题目1786:  1 + 93'5/12
1787. 四则运算题目1787:  82 / 6'1/2
1788. 四则运算题目1788:  57 + 63
1789. 四则运算题目1789:  (81 + 98) / 11'47/80
1790. 四则运算题目1790:  89 * 11/62 / 3/48 - 50
1791. 四则运算题目1791:  12 + 39'37/42
1792. 四则运算题目1792:  94 / 67'20/92
1793. 四则运算题目1793:  6 / 16'19/50
1794. 四则运算题目1794:  60 - 8/90 * 8/22
1795. 四则运算题目1795:  55 / 21'15/47 / 4/6 / 19
1796. 四则运算题目1796:  45 * 5/10
1797. 四则运算题目1797:  (34 - 6/9) + 76
1798. 四则运算题目1798:  91 + 7/36
1799. 四则运算题目1799:  99 + 39/86
1800. 四则运算题目1800:  53 / (86'32/35 / 58/86) * 37'14/20
1801. 四则运算题目1801:  (62 / 7) * 44'19/32
1802. 四则运算题目1802:  39 + 27'8/19 / 96
1803. 四则运算题目1803:  26 * 72
1804. 四则运算题目1804:  18 / (2/91 / 83'14/18) / 30/43
1805. 四则运算题目1805:  45 / 40/45
1806. 四则运算题目1806:  92 - 4/18
1807. 四则运算题目1807:  10 * 26'5/56 + 40/58 * 36/67
1808. 四则运算题目1808:  (36 / 68/79) / 1/2
1809. 四则运算题目1809:  25 + 2/12
1810. 四则运算题目1810:  51 / (7/24 + 28) / 6/17
1811. 四则运算题目1811:  70 / 3'50/67
1812. 四则运算题目1812:  71 + 84'41/54 * 22'44/66
1813. 四则运算题目1813:  67 / 99'5/11
1814. 四则运算题目1814:  22 * 45/54 + 3/40
1815. 四则运算题目1815:  87 + 73'8/10 / 14
1816. 四则运算题目1816:  1 - 21/73
1817. 四则运算题目1817:  (55 / 17/26) + 88
1818. 四则运算题目1818:  13 * 37 - 13'49/86
1819. 四则运算题目1819:  (26 * 23/32) + 53 - 20/26
1820. 四则运算题目1820:  (62 + 93) - 99
1821. 四则运算题目1821:  91 + 70'1/2
1822. 四则运算题目1822:  2 / 38'33/65 / 18/39 + 72'59/67
1823. 四则运算题目1823:  64 * 97 - 39
1824. 四则运算题目1824:  (89 * 39) / 37/54 + 1/2
1825. 四则运算题目1825:  (98 / 12/22) + 29/45
1826. 四则运算题目1826:  81 * 4/35 / 4/30
1827. 四则运算题目1827:  45 * 53'8/9
1828. 四则运算题目1828:  (35 + 1/36) + 81/82 / 60
1829. 四则运算题目1829:  47 / 30'15/21
1830. 四则运算题目1830:  52 - 75/77
1831. 四则运算题目1831:  53 / 66'41/70 / 28/46 / 45/85
1832. 四则运算题目1832:  36 * 51'30/77 / 17/44
1833. 四则运算题目1833:  16 / 63 / 16/37
1834. 四则运算题目1834:  81 - 70'12/34
1835. 四则运算题目1835:  58 + 42
1836. 四则运算题目1836:  3 * 79/95
1837. 四则运算题目1837:  55 / 48'28/29
1838. 四则运算题目1838:  51 / 68
1839. 四则运算题目1839:  14 / 99'13/17
1840. 四则运算题目1840:  (3 * 67) / 71/78
1841. 四则运算题目1841:  59 * 85'51/69 / 49'2/60 * 53
1842. 四则运算题目1842:  48 + 58/69 * 93'1/50
1843. 四则运算题目1843:  (70 + 19) / 76
1844. 四则运算题目1844:  11 - 21/37
1845. 四则运算题目1845:  24 + (75'25/63 * 90'31/97) + 2/5
1846. 四则运算题目1846:  95 * 99'30/51
1847. 四则运算题目1847:  (88 - 45/67) / 22
1848. 四则运算题目1848:  65 - 47/84 / 48/59 + 49'76/93
1849. 四则运算题目1849:  16 - 37/78
1850. 四则运算题目1850:  (61 / 11) * 91'21/53
1851. 四则运算题目1851:  52 * (37 / 12/22) + 45'60/71
1852. 四则运算题目1852:  66 * 64
1853. 四则运算题目1853:  (37 / 2/3) + 58 + 10
1854. 四则运算题目1854:  83 + (30'1/25 / 7/11) / 47
1855. 四则运算题目1855:  (52 / 24/49) - 1/3
1856. 四则运算题目1856:  29 * 26'1/95
1857. 四则运算题目1857:  48 + 42
1858. 四则运算题目1858:  (19 / 63) / 7/82 / 85'16/20
1859. 四则运算题目1859:  12 + 18 + 17'16/77 * 87
1860. 四则运算题目1860:  69 / 93
1861. 四则运算题目1861:  99 / 17/82
1862. 四则运算题目1862:  5 + 44/45 * 36 * 3/38
1863. 四则运算题目1863:  24 + 60/61
1864. 四则运算题目1864:  74 * (69 * 55/66) / 97
1865. 四则运算题目1865:  74 - 3/5 * 33'34/86
1866. 四则运算题目1866:  38 * 29/69
1867. 四则运算题目1867:  86 + (34 / 14'35/94) / 35
1868. 四则运算题目1868:  (97 * 35'66/83) / 49
1869. 四则运算题目1869:  11 + 63'1/13 + 69/75 + 88
1870. 四则运算题目1870:  46 * 55/61 + 2/4 * 43/47
1871. 四则运算题目1871:  62 / 22
1872. 四则运算题目1872:  (67 * 43) * 34'34/45
1873. 四则运算题目1873:  10 / 24 / 86
1874. 四则运算题目1874:  68 + 63/64 - 11'5/23 - 2/5
1875. 四则运算题目1875:  91 * 20'17/56 - 92'12/58
1876. 四则运算题目1876:  12 + 70'9/51 * 41/50
1877. 四则运算题目1877:  67 * 59'43/57
1878. 四则运算题目1878:  1 / 93
1879. 四则运算题目1879:  (78 * 64/88) / 33/96
1880. 四则运算题目1880:  30 + 45 * 77 / 58/91
1881. 四则运算题目1881:  7 - 28/34 + 49
1882. 四则运算题目1882:  40 - 43/90
1883. 四则运算题目1883:  (51 * 33/95) * 12/14
1884. 四则运算题目1884:  50 - 2/11
1885. 四则运算题目1885:  76 - 22
1886. 四则运算题目1886:  48 - 36'37/69
1887. 四则运算题目1887:  35 + (26 / 13) + 5
1888. 四则运算题目1888:  90 / 86'11/24
1889. 四则运算题目1889:  2 + 22/65
1890. 四则运算题目1890:  48 / 45'26/65
1891. 四则运算题目1891:  26 - 1/7
1892. 四则运算题目1892:  91 * 30'29/47
1893. 四则运算题目1893:  50 * 43'32/40
1894. 四则运算题目1894:  50 / 6/24
1895. 四则运算题目1895:  97 * 2 - 73'23/73
1896. 四则运算题目1896:  50 * 17
1897. 四则运算题目1897:  (32 * 44/88) * 63'26/79
1898. 四则运算题目1898:  36 * (34'6/9 * 47) + 56'8/18
1899. 四则运算题目1899:  51 / 11/21 - 46 + 42/44
1900. 四则运算题目1900:  12 - 9/58 / 46
1901. 四则运算题目1901:  92 - 93 * 7/10
1902. 四则运算题目1902:  40 / 6'5/33 + 42'34/41
1903. 四则运算题目1903:  4 - 2 + 74'11/18 + 79
1904. 四则运算题目1904:  32 * 71 / 3/18
1905. 四则运算题目1905:  96 * (17'38/68 * 75'8/84) / 30/52
1906. 四则运算题目1906:  84 + 83
1907. 四则运算题目1907:  (19 + 58/63) / 16/68
1908. 四则运算题目1908:  92 / 27/95
1909. 四则运算题目1909:  33 / 75'12/16
1910. 四则运算题目1910:  57 + (3/6 - 5/53) - 51
1911. 四则运算题目1911:  69 + 5/23 * 44/56
1912. 四则运算题目1912:  46 * 7/8 / 99
1913. 四则运算题目1913:  36 * 57'16/96
1914. 四则运算题目1914:  98 * (60 - 12/40) / 63'5/9
1915. 四则运算题目1915:  32 + 57'49/51 + 88'72/83 / 2'27/30
1916. 四则运算题目1916:  22 * 37'21/37
1917. 四则运算题目1917:  (57 + 49'24/82) + 13'24/37 * 16/18
1918. 四则运算题目1918:  17 + 1/2 * 55
1919. 四则运算题目1919:  (34 / 33'30/52) + 1/2 * 81'53/90
1920. 四则运算题目1920:  (9 - 31/33) / 16 * 20
1921. 四则运算题目1921:  (3 + 40'46/56) / 96'24/47
1922. 四则运算题目1922:  75 * 70'16/36 / 68'5/6
1923. 四则运算题目1923:  41 + 9/20
1924. 四则运算题目1924:  80 * 92 * 8'24/69
1925. 四则运算题目1925:  4 * 64/92
1926. 四则运算题目1926:  15 * 3/5
1927. 四则运算题目1927:  8 / 99'11/13
1928. 四则运算题目1928:  38 / 41
1929. 四则运算题目1929:  86 / 30
1930. 四则运算题目1930:  60 * 69'37/42 / 29
1931. 四则运算题目1931:  9 + 10/40
1932. 四则运算题目1932:  66 * 84 * 37'65/70 - 48/69
1933. 四则运算题目1933:  45 + 17/89 / 42'6/22
1934. 四则运算题目1934:  (90 / 84) * 30'37/45
1935. 四则运算题目1935:  73 - 4/62 / 75/96
1936. 四则运算题目1936:  82 - (98 / 63) + 31
1937. 四则运算题目1937:  29 + 13 / 74/83
1938. 四则运算题目1938:  63 / 84 / 76
1939. 四则运算题目1939:  53 / 90
1940. 四则运算题目1940:  42 + (48 * 36'9/60) / 26/65
1941. 四则运算题目1941:  (81 + 16'29/46) + 23 + 62'10/24
1942. 四则运算题目1942:  89 - 15/25
1943. 四则运算题目1943:  84 + 90'1/3 - 95
1944. 四则运算题目1944:  14 * 1/2
1945. 四则运算题目1945:  0 * 3/6
1946. 四则运算题目1946:  (18 * 56'2/6) / 41
1947. 四则运算题目1947:  14 / 8/20
1948. 四则运算题目1948:  (21 - 2/3) + 70/77
1949. 四则运算题目1949:  17 + 6/59
1950. 四则运算题目1950:  11 + 60/84
1951. 四则运算题目1951:  12 * 76/90
1952. 四则运算题目1952:  77 / 17/85
1953. 四则运算题目1953:  23 + 89 + 7/12
1954. 四则运算题目1954:  (60 / 66/70) - 21/63 * 41'6/7
1955. 四则运算题目1955:  68 * 3/5 / 70'40/62
1956. 四则运算题目1956:  93 + 17
1957. 四则运算题目1957:  (9 * 13'27/45) - 2/65 * 10/84
1958. 四则运算题目1958:  15 / 2/3 * 36
1959. 四则运算题目1959:  20 + 78'11/24 + 41 / 51/62
1960. 四则运算题目1960:  (10 / 45'17/41) * 46/48
1961. 四则运算题目1961:  2 * 54'11/52
1962. 四则运算题目1962:  25 / 12/29
1963. 四则运算题目1963:  0 / 25'79/86
1964. 四则运算题目1964:  71 / 33/85
1965. 四则运算题目1965:  91 - 20/40 * 40/56 - 71'27/33
1966. 四则运算题目1966:  85 * 37
1967. 四则运算题目1967:  (18 * 6) / 97
1968. 四则运算题目1968:  76 * 44 - 99'10/20 - 82
1969. 四则运算题目1969:  (86 / 19/64) * 98'8/60
1970. 四则运算题目1970:  45 + 43
1971. 四则运算题目1971:  37 / 92 + 54
1972. 四则运算题目1972:  (7 / 21'19/32) * 21
1973. 四则运算题目1973:  88 * 15/46 * 78'5/25 - 36
1974. 四则运算题目1974:  47 + 59'10/21
1975. 四则运算题目1975:  65 + 6'2/12
1976. 四则运算题目1976:  55 + 52'4/54 * 82'5/15
1977. 四则运算题目1977:  (2 * 30/37) / 49
1978. 四则运算题目1978:  (83 / 96) / 33/65
1979. 四则运算题目1979:  12 + (44'25/35 / 88'30/50) + 28/55
1980. 四则运算题目1980:  77 - 30'1/53 - 7/25 / 63'5/15
1981. 四则运算题目1981:  49 * 82
1982. 四则运算题目1982:  79 + 5/9
1983. 四则运算题目1983:  81 * 54 * 79'11/95
1984. 四则运算题目1984:  (1 * 98) * 99 / 3
1985. 四则运算题目1985:  89 * 13
1986. 四则运算题目1986:  57 + 13
1987. 四则运算题目1987:  95 * 97 * 68 - 37'17/75
1988. 四则运算题目1988:  38 - 49 / 38'30/52
1989. 四则运算题目1989:  62 - 14/15
1990. 四则运算题目1990:  (12 - 7/73) / 11'27/29 * 65'13/18
1991. 四则运算题目1991:  79 - 21 - 18 + 33/60
1992. 四则运算题目1992:  (13 / 54'13/14) / 57
1993. 四则运算题目1993:  41 - 24'66/69
1994. 四则运算题目1994:  49 / 65
1995. 四则运算题目1995:  79 - (15/61 + 1/24) * 58'58/72
1996. 四则运算题目1996:  36 + 64/97 * 29'19/53
1997. 四则运算题目1997:  (64 * 78'6/18) / 82/88 - 49
1998. 四则运算题目1998:  95 + 18/84 * 28'34/64 * 21/78
1999. 四则运算题目1999:  (60 - 8'33/40) * 48/54
2000. 四则运算题目2000:  62 - 18/48
2001. 四则运算题目2001:  24 / 24
2002. 四则运算题目2002:  59 + 56
2003. 四则运算题目2003:  26 + (10/34 + 36/44) / 95
2004. 四则运算题目2004:  11 * 29 / 66 + 18/20
2005. 四则运算题目2005:  19 / 77'24/54 * 24'68/94 - 6/25
2006. 四则运算题目2006:  65 / 19/45
2007. 四则运算题目2007:  (43 / 65'8/38) * 53 / 31
2008. 四则运算题目2008:  61 + 61 / 26/38 - 35'27/82
2009. 四则运算题目2009:  76 / 62/73 + 69'42/43
2010. 四则运算题目2010:  92 / 41/63
2011. 四则运算题目2011:  (91 * 54) / 19/73
2012. 四则运算题目2012:  (78 * 54'1/42) + 70'56/81
2013. 四则运算题目2013:  (44 - 11/54) * 26/40
2014. 四则运算题目2014:  68 - 22'22/57
2015. 四则运算题目2015:  12 + 26'4/88 * 17'25/49
2016. 四则运算题目2016:  73 * 76'39/81
2017. 四则运算题目2017:  12 + 60
2018. 四则运算题目2018:  93 - 74'33/54
2019. 四则运算题目2019:  (44 + 7) / 56'22/27 + 41/94
2020. 四则运算题目2020:  (31 / 80) * 74'3/4 * 1/6
2021. 四则运算题目2021:  75 / 77'61/65 * 25/80 / 12/15
2022. 四则运算题目2022:  90 + 3/56
2023. 四则运算题目2023:  3 / 12 * 22'24/36 / 35/80
2024. 四则运算题目2024:  66 - 2/3 + 3/12 / 81
2025. 四则运算题目2025:  69 + 24/56 - 31'59/62
2026. 四则运算题目2026:  (11 + 23) / 39'60/77
2027. 四则运算题目2027:  89 * 21/67
2028. 四则运算题目2028:  71 + (78'2/10 / 26/49) + 36/76
2029. 四则运算题目2029:  24 * 23
2030. 四则运算题目2030:  98 / 6/43 / 6 + 58
2031. 四则运算题目2031:  (98 * 54'54/62) + 19'7/22
2032. 四则运算题目2032:  63 * 38 + 97 * 33'63/74
2033. 四则运算题目2033:  60 / 34/57 + 14/74
2034. 四则运算题目2034:  23 / (94 + 3) / 7/74
2035. 四则运算题目2035:  54 - 4/6 + 19 + 49
2036. 四则运算题目2036:  (97 / 8) / 5/57
2037. 四则运算题目2037:  70 + 60/70 * 81/82 - 3/9
2038. 四则运算题目2038:  45 + 49 + 73/92
2039. 四则运算题目2039:  13 * 84 - 33/34 - 7/24
2040. 四则运算题目2040:  25 / 4 + 55'26/32
2041. 四则运算题目2041:  39 * 13/31
2042. 四则运算题目2042:  70 / 48/83
2043. 四则运算题目2043:  9 - 2'3/15 + 35/52
2044. 四则运算题目2044:  (43 / 15/16) * 21
2045. 四则运算题目2045:  (23 - 7/56) + 62 * 36
2046. 四则运算题目2046:  17 / 9/44 + 13'64/75
2047. 四则运算题目2047:  (96 * 31) * 9/33
2048. 四则运算题目2048:  (91 / 11/36) + 99
2049. 四则运算题目2049:  (31 + 20/83) * 79 / 15
2050. 四则运算题目2050:  (29 * 3) + 47'26/38 - 74'18/23
2051. 四则运算题目2051:  47 * 75
2052. 四则运算题目2052:  42 + 8/14 * 29'64/97
2053. 四则运算题目2053:  99 * 18/28 * 40
2054. 四则运算题目2054:  (36 / 54/58) + 48'82/95 / 1
2055. 四则运算题目2055:  (64 * 11) * 69'25/43
2056. 四则运算题目2056:  99 * (68'64/84 * 4/25) * 82/94
2057. 四则运算题目2057:  (82 * 66'22/78) / 72
2058. 四则运算题目2058:  45 + 24 * 87
2059. 四则运算题目2059:  (0 + 5'33/66) * 94'21/96 - 25/38
2060. 四则运算题目2060:  80 * 48'1/3 + 12'14/37
2061. 四则运算题目2061:  86 + 84/94 - 49
2062. 四则运算题目2062:  90 * (40'47/51 / 77) + 81'6/47
2063. 四则运算题目2063:  89 * 22'3/52 - 32/50 / 3/5
2064. 四则运算题目2064:  38 * 12/22
2065. 四则运算题目2065:  (50 + 76) / 98 * 96'39/57
2066. 四则运算题目2066:  (75 - 51) - 58 / 86'19/72
2067. 四则运算题目2067:  51 * 32/87
2068. 四则运算题目2068:  13 * 91'3/10 - 82'28/31
2069. 四则运算题目2069:  0 + 19/87 - 13/89
2070. 四则运算题目2070:  28 / (9/25 / 92) - 79'12/14
2071. 四则运算题目2071:  (42 * 67'52/64) - 21/90
2072. 四则运算题目2072:  94 * 99'10/95 * 3/5
2073. 四则运算题目2073:  85 / 12/24
2074. 四则运算题目2074:  (47 - 11/93) / 48 * 74
2075. 四则运算题目2075:  16 + 3/7
2076. 四则运算题目2076:  31 + 99'70/74
2077. 四则运算题目2077:  (62 - 25'55/63) + 2/55 + 43/95
2078. 四则运算题目2078:  93 / 9'7/17 / 44/95
2079. 四则运算题目2079:  26 * 20/52
2080. 四则运算题目2080:  67 * 84'21/24
2081. 四则运算题目2081:  83 - 15'2/24 * 7/27
2082. 四则运算题目2082:  27 - 97'19/25 * 6/62
2083. 四则运算题目2083:  (72 / 44'33/46) * 87'15/59 / 30
2084. 四则运算题目2084:  85 / 88'47/88
2085. 四则运算题目2085:  41 + 20'8/20
2086. 四则运算题目2086:  (19 * 7/42) / 33/36 + 46
2087. 四则运算题目2087:  74 + 99'10/47 / 21/37 + 44
2088. 四则运算题目2088:  (27 * 44/62) - 27/71 * 31
2089. 四则运算题目2089:  6 * 96'2/26
2090. 四则运算题目2090:  82 * 55 / 87
2091. 四则运算题目2091:  99 * 37'14/91 - 1
2092. 四则运算题目2092:  (61 / 36/88) + 9'1/10
2093. 四则运算题目2093:  (39 * 25'14/15) / 90'17/34
2094. 四则运算题目2094:  19 - 1/2 * 16/18
2095. 四则运算题目2095:  10 * 2/7 - 21/26
2096. 四则运算题目2096:  79 * (43 / 2/3) * 12/80
2097. 四则运算题目2097:  12 / 43
2098. 四则运算题目2098:  94 * 13/66
2099. 四则运算题目2099:  67 * 47
2100. 四则运算题目2100:  58 * 10'5/21
2101. 四则运算题目2101:  32 - 73/92 / 62'7/9
2102. 四则运算题目2102:  20 * 99'33/49 + 44 - 3/17
2103. 四则运算题目2103:  76 / 31
2104. 四则运算题目2104:  11 * 70'27/33 * 24
2105. 四则运算题目2105:  (40 * 34) - 21/23 - 72
2106. 四则运算题目2106:  18 + 16/35
2107. 四则运算题目2107:  29 / 87'43/57
2108. 四则运算题目2108:  28 / 51/69 * 16/18
