1. 答案1:  36'5/42
3360. 答案3360:  7'37/53
3361. 答案3361:  145'20515/30952
3362. 答案3362:  2
3363. 答案3363:  142
3364. 答案3364:  1363'101/276
3365. 答案3365:  93'15/17
3366. 答案3366:  1'53/83
3367. 答案3367:  108'2/19
3368. 答案3368:  2'17566/56337
3369. 答案3369:  105'519/1012
3370. 答案3370:  69'9/14
3371. 答案3371:  2484
3372. 答案3372:  57'49/90
3373. 答案3373:  372'8/11
3374. 答案3374:  883/3007
3375. 答案3375:  28'21/22
3376. 答案3376:  38'52/67
3377. 答案3377:  785'37/91
3378. 答案3378:  77'23993/24149
3379. 答案3379:  1917/2315
3380. 答案3380:  104
3381. 答案3381:  707/856
3382. 答案3382:  32686'2/7
3383. 答案3383:  162'9/83
3384. 答案3384:  22'23/43
3385. 答案3385:  96'3/4
3386. 答案3386:  46'3229/7626
3387. 答案3387:  2841'11/24
3388. 答案3388:  76'3/4
3389. 答案3389:  2480
3390. 答案3390:  164801/358012
3391. 答案3391:  768
3392. 答案3392:  8'1148/2249
3393. 答案3393:  8/17
3394. 答案3394:  53'113/160
3395. 答案3395:  19'282048/877363
3396. 答案3396:  1'17/503
3397. 答案3397:  581'19/28
3398. 答案3398:  6551'1/2
3399. 答案3399:  80'34/315
3400. 答案3400:  122'35/51
3401. 答案3401:  17'189/3011
3402. 答案3402:  79'34/43
3403. 答案3403:  108'482/3825
3404. 答案3404:  18'449/552
3405. 答案3405:  89'1/6
3406. 答案3406:  64
3407. 答案3407:  4950
3408. 答案3408:  6'2/7
3409. 答案3409:  207'107/219
3410. 答案3410:  4'221/262
3411. 答案3411:  118'49813/64860
3412. 答案3412:  46'387/2912
3413. 答案3413:  133'18/25
3414. 答案3414:  39'799/1586
3415. 答案3415:  2864'316/493
3416. 答案3416:  2'3/7
3417. 答案3417:  2208
3418. 答案3418:  3159/6530
3419. 答案3419:  33'3/14
3420. 答案3420:  280
3421. 答案3421:  27'2819/8062
3422. 答案3422:  717'209/288
3423. 答案3423:  142
3424. 答案3424:  72'22461/92167
3425. 答案3425:  34'55/63
3426. 答案3426:  500284'197/342
3427. 答案3427:  21'1373/1702
3428. 答案3428:  143'8/11
3429. 答案3429:  608'8/29
3430. 答案3430:  78'12/13
3431. 答案3431:  90'104/235
3432. 答案3432:  3787'11/135
3433. 答案3433:  4'6/17
3434. 答案3434:  6'24576/59345
3435. 答案3435:  289'114/187
3436. 答案3436:  8938'11/13
3437. 答案3437:  97'745/1606
3438. 答案3438:  4'728/759
3439. 答案3439:  30'79/99
3440. 答案3440:  801
3441. 答案3441:  73'28/31
3442. 答案3442:  28
3443. 答案3443:  52'88525/629888
3444. 答案3444:  108'279/610
3445. 答案3445:  1364'12/17
3446. 答案3446:  3134'11/17
3447. 答案3447:  69
3448. 答案3448:  3248'45141/85540
3449. 答案3449:  177
3450. 答案3450:  26'273/281
3451. 答案3451:  150'12/13
3452. 答案3452:  49'12847/23023
3453. 答案3453:  2/7
3454. 答案3454:  4212/4477
3455. 答案3455:  2'15535/481632
3456. 答案3456:  0
3457. 答案3457:  89'3/28
3458. 答案3458:  155'22615/37736
3459. 答案3459:  1959'2/27
3460. 答案3460:  113'1909/2244
3461. 答案3461:  2'1538/2241
3462. 答案3462:  112'589/1188
3463. 答案3463:  120842/1160775
3464. 答案3464:  89'13/61
3465. 答案3465:  38'50/51
3466. 答案3466:  2394'2031/3520
3467. 答案3467:  74'49/2130
3468. 答案3468:  62
3469. 答案3469:  355'589/1196
3470. 答案3470:  1/3
3471. 答案3471:  100'11/63
3472. 答案3472:  28'149/1449
3473. 答案3473:  55'47/88
3474. 答案3474:  184'51/2257
3475. 答案3475:  82'619/1148
3476. 答案3476:  1924'34/65
3477. 答案3477:  727'6/67
3478. 答案3478:  374/375
3479. 答案3479:  418/3489
3480. 答案3480:  72
3481. 答案3481:  88'596/2403
3482. 答案3482:  10'41/45
3483. 答案3483:  398'1/11
3484. 答案3484:  130'1/2
3485. 答案3485:  53'41/140
3486. 答案3486:  5'952/8185
3487. 答案3487:  43'59/69
3488. 答案3488:  0
3489. 答案3489:  7031'21/29
3490. 答案3490:  43'17207/21580
3491. 答案3491:  39'63/86
3492. 答案3492:  68'69/71
3493. 答案3493:  30'5813/9048
3494. 答案3494:  1628'14/39
3495. 答案3495:  3'6067/55200
3496. 答案3496:  9/65
3497. 答案3497:  99'1/6
3498. 答案3498:  97'197/221
3499. 答案3499:  120'2776/4499
3500. 答案3500:  133'1/3
3501. 答案3501:  1023
3502. 答案3502:  67'65/92
3503. 答案3503:  893/25212
3504. 答案3504:  87
3505. 答案3505:  241'1/2
3506. 答案3506:  67'159/452
3507. 答案3507:  20'55/69
3508. 答案3508:  94
3509. 答案3509:  4'1/20
3510. 答案3510:  3'397/1536
3511. 答案3511:  43/53760
3512. 答案3512:  1'37/78
3513. 答案3513:  28'11/12
3514. 答案3514:  82'20/51
3515. 答案3515:  44'15012/35137
3516. 答案3516:  153'727/990
3517. 答案3517:  10'90/551
3518. 答案3518:  97'5/7
3519. 答案3519:  1/21
3520. 答案3520:  7'12/13
3521. 答案3521:  412'421/1312
3522. 答案3522:  5603'44/171
3523. 答案3523:  67'123/899
3524. 答案3524:  3009/45070
3525. 答案3525:  1'10/73
3526. 答案3526:  37/83
3527. 答案3527:  10066
3528. 答案3528:  90'521/1295
3529. 答案3529:  51'171/220
3530. 答案3530:  64'76/89
3531. 答案3531:  1241/64526
3532. 答案3532:  57'47/48
3533. 答案3533:  783'2971/27742
3534. 答案3534:  39'159285/167884
3535. 答案3535:  1183'34993/38019
3536. 答案3536:  23'551/920
3537. 答案3537:  28/169
3538. 答案3538:  2931'109/220
3539. 答案3539:  540'8/493
3540. 答案3540:  59'75/79
3541. 答案3541:  1'23/25
3542. 答案3542:  1188
3543. 答案3543:  26'3/8
3544. 答案3544:  57'7/36
3545. 答案3545:  2'7181/54483
3546. 答案3546:  56'29/64
3547. 答案3547:  56'20/91
3548. 答案3548:  5092
3549. 答案3549:  108'2/3
3550. 答案3550:  126
3551. 答案3551:  247'37571/53533
3552. 答案3552:  111'3/7
3553. 答案3553:  3'13/14
3554. 答案3554:  1'13/28
3555. 答案3555:  40'5/7
3556. 答案3556:  1'260/709
3557. 答案3557:  16'30/31
3558. 答案3558:  1591
3559. 答案3559:  972/1039
3560. 答案3560:  60'439/448
3561. 答案3561:  24'566/1155
3562. 答案3562:  21'1521/2003
3563. 答案3563:  137'380/549
3564. 答案3564:  2350/2707
3565. 答案3565:  88
3566. 答案3566:  299'20/161
3567. 答案3567:  2'23/28
3568. 答案3568:  1747'107/136
3569. 答案3569:  92'5/8
3570. 答案3570:  26'764447/767723
3571. 答案3571:  100'11/28
3572. 答案3572:  12'2/3
3573. 答案3573:  912'567/96248
3574. 答案3574:  95'43/87
3575. 答案3575:  133'1407/1411
3576. 答案3576:  156'260/391
3577. 答案3577:  892'3/25
3578. 答案3578:  26'3/154
3579. 答案3579:  4850'8/19
3580. 答案3580:  101'14969/18239
3581. 答案3581:  10/97
3582. 答案3582:  183'9301/14550
3583. 答案3583:  5'316/851
3584. 答案3584:  53'80/119
3585. 答案3585:  204'9/58
3586. 答案3586:  100
3587. 答案3587:  154'2197/3053
3588. 答案3588:  60
3589. 答案3589:  1'9101/20856
3590. 答案3590:  122'7/12
3591. 答案3591:  79'1011/1334
3592. 答案3592:  2854'179/2387
3593. 答案3593:  59'236/1975
3594. 答案3594:  3498'6/73
3595. 答案3595:  116'28/37
3596. 答案3596:  42'18/97
3597. 答案3597:  247'7/15
3598. 答案3598:  100'44/47
3599. 答案3599:  79
3600. 答案3600:  46/57
3601. 答案3601:  523'17/87
3602. 答案3602:  28'10/77
3603. 答案3603:  92'7/18
3604. 答案3604:  45
3605. 答案3605:  9'17/19
3606. 答案3606:  78'24071/65340
3607. 答案3607:  85'452/741
3608. 答案3608:  45374'746/2349
3609. 答案3609:  90'23/50
3610. 答案3610:  29'232/273
3611. 答案3611:  71'199/464
3612. 答案3612:  16930'175/268
3613. 答案3613:  36'523/567
3614. 答案3614:  92'44/4739
3615. 答案3615:  28
3616. 答案3616:  15
3617. 答案3617:  11'501/700
3618. 答案3618:  1'183/1435
3619. 答案3619:  98'11/18
3620. 答案3620:  2'1081/1885
3621. 答案3621:  155'12/23
3622. 答案3622:  74'74593/137678
3623. 答案3623:  1721'6/23
3624. 答案3624:  37'8/11
3625. 答案3625:  2
3626. 答案3626:  141'1001/3589
3627. 答案3627:  141'31/43
3628. 答案3628:  1/6
3629. 答案3629:  3021'19/33
3630. 答案3630:  81'17/55
3631. 答案3631:  46
3632. 答案3632:  2'11/21
3633. 答案3633:  13132
3634. 答案3634:  5828'4/31
3635. 答案3635:  4084'53/129
3636. 答案3636:  5056'3/5
3637. 答案3637:  59
3638. 答案3638:  1189/1531
3639. 答案3639:  9'1/27
3640. 答案3640:  23'15/31
3641. 答案3641:  493'17/25
3642. 答案3642:  112'10/23
3643. 答案3643:  232
3644. 答案3644:  399218/992747
3645. 答案3645:  137'27/41
3646. 答案3646:  130'2/23
3647. 答案3647:  6805'4/29
3648. 答案3648:  1449/6110
3649. 答案3649:  803'7/8
3650. 答案3650:  41'535/656
3651. 答案3651:  111'6/7
3652. 答案3652:  80'3/4
3653. 答案3653:  144'437/803
3654. 答案3654:  195/569
3655. 答案3655:  121
3656. 答案3656:  464
3657. 答案3657:  476'4/7
3658. 答案3658:  1860'29/33
3659. 答案3659:  255/283
3660. 答案3660:  66'20/63
3661. 答案3661:  20'3189/3518
3662. 答案3662:  1'43891/60175
3663. 答案3663:  18
3664. 答案3664:  69'11/17
3665. 答案3665:  1'39/61
3666. 答案3666:  22'54/61
3667. 答案3667:  91'20/39
3668. 答案3668:  2615
3669. 答案3669:  199'181/253
3670. 答案3670:  3652
3671. 答案3671:  4488'5/6
3672. 答案3672:  68'20/23
3673. 答案3673:  1'25167/309601
3674. 答案3674:  2410'368/561
3675. 答案3675:  147'37/80
3676. 答案3676:  7/39
3677. 答案3677:  149
3678. 答案3678:  2040'130/4741
3679. 答案3679:  608
3680. 答案3680:  1'85/894
3681. 答案3681:  408/1433
3682. 答案3682:  2631
3683. 答案3683:  159'638/741
3684. 答案3684:  21/901
3685. 答案3685:  51'3/11
3686. 答案3686:  119'31/145
3687. 答案3687:  1276'497/1914
3688. 答案3688:  36
3689. 答案3689:  1'25/38
3690. 答案3690:  89'19/22
3691. 答案3691:  76'23/240
3692. 答案3692:  172'64/83
3693. 答案3693:  1'229/35672
3694. 答案3694:  125'14387/14904
3695. 答案3695:  38'1377/2221
3696. 答案3696:  1247/2882
3697. 答案3697:  2208
3698. 答案3698:  98'1200/1333
3699. 答案3699:  9'26/35
3700. 答案3700:  1'2841/11674
3701. 答案3701:  2431'680/3441
3702. 答案3702:  48'24/37
3703. 答案3703:  118'3/5
3704. 答案3704:  17'15891/17996
3705. 答案3705:  2795'209/600
3706. 答案3706:  155'10/11
3707. 答案3707:  39'343/6162
3708. 答案3708:  62'13/31
3709. 答案3709:  61
3710. 答案3710:  703'52/203
3711. 答案3711:  46'319/364
3712. 答案3712:  5'91/95
3713. 答案3713:  76'37/41
3714. 答案3714:  20'1579/1606
3715. 答案3715:  92'3/17
3716. 答案3716:  742305/12412036
3717. 答案3717:  71'235/518
3718. 答案3718:  128'283/355
3719. 答案3719:  144'37/40
3720. 答案3720:  5805'933/949
3721. 答案3721:  2294'46/93
3722. 答案3722:  44846'14/37
3723. 答案3723:  144'243/424
3724. 答案3724:  680'6/11
3725. 答案3725:  200'19/40
3726. 答案3726:  344'11/13
3727. 答案3727:  1'941/2403
3728. 答案3728:  119'3/10
3729. 答案3729:  1119
3730. 答案3730:  62
3731. 答案3731:  92'61/3280
3732. 答案3732:  55'973/3618
3733. 答案3733:  35'21/50
3734. 答案3734:  14'1/4
3735. 答案3735:  6'11/23
3736. 答案3736:  2'272/579
3737. 答案3737:  777'15/19
3738. 答案3738:  8'10/11
3739. 答案3739:  405/45227
3740. 答案3740:  42'31/67
3741. 答案3741:  17'6/7
3742. 答案3742:  344'7/10
3743. 答案3743:  182'79/6156
3744. 答案3744:  6'4284/4411
3745. 答案3745:  7/18
3746. 答案3746:  1178'3/19
3747. 答案3747:  4330'325/1008
3748. 答案3748:  28'46/49
3749. 答案3749:  121
3750. 答案3750:  112/627
3751. 答案3751:  312130
3752. 答案3752:  179'3/11
3753. 答案3753:  19'33/43
3754. 答案3754:  24/25
3755. 答案3755:  183
3756. 答案3756:  2418
3757. 答案3757:  2022'259/638
3758. 答案3758:  2065'251/1122
3759. 答案3759:  344
3760. 答案3760:  3377'1/3
3761. 答案3761:  215'45/196
3762. 答案3762:  1105/1656
3763. 答案3763:  2295
3764. 答案3764:  395/1976
3765. 答案3765:  1237'91/374
3766. 答案3766:  8'13/41
3767. 答案3767:  552945'5/9
3768. 答案3768:  64'1591/12108
3769. 答案3769:  180'25/126
3770. 答案3770:  15'50/79
3771. 答案3771:  132'1/7
3772. 答案3772:  93'1/22
3773. 答案3773:  1598/31577
3774. 答案3774:  2'3419/7781
3775. 答案3775:  7/23
3776. 答案3776:  1'1297/3400
3777. 答案3777:  32/45
3778. 答案3778:  30624
3779. 答案3779:  12'24/25
3780. 答案3780:  45'113/154
3781. 答案3781:  954'67/90
3782. 答案3782:  47'45/61
3783. 答案3783:  4490'10/31
3784. 答案3784:  85/532
3785. 答案3785:  25/47
3786. 答案3786:  124'1/3
3787. 答案3787:  79'99/172
3788. 答案3788:  1600
3789. 答案3789:  11904
3790. 答案3790:  124'15/41
3791. 答案3791:  19
3792. 答案3792:  110'1/17
3793. 答案3793:  91927'175/437
3794. 答案3794:  183'8/11
3795. 答案3795:  89'17/89
3796. 答案3796:  229
3797. 答案3797:  2886'512/609
3798. 答案3798:  111'13/22
3799. 答案3799:  92'19/48
3800. 答案3800:  77'56/57
3801. 答案3801:  97'936/1333
3802. 答案3802:  37'821/915
3803. 答案3803:  97'195/209
3804. 答案3804:  67'569/928
3805. 答案3805:  549'36/47
3806. 答案3806:  49'197/198
3807. 答案3807:  162'23/26
3808. 答案3808:  119'4157/5104
3809. 答案3809:  8'83/970
3810. 答案3810:  6150/7207
3811. 答案3811:  120'499/500
3812. 答案3812:  21'161/612
3813. 答案3813:  89'121/1465
3814. 答案3814:  704'19/840
3815. 答案3815:  47
3816. 答案3816:  287
3817. 答案3817:  164'340/2107
3818. 答案3818:  101'29/31
3819. 答案3819:  2297'11/17
3820. 答案3820:  106'1/21
3821. 答案3821:  67'1/2
3822. 答案3822:  97'69/112
3823. 答案3823:  151'111/280
3824. 答案3824:  876
3825. 答案3825:  73'8/23
3826. 答案3826:  15'3196/175175
3827. 答案3827:  91'55/93
3828. 答案3828:  97'29/39
3829. 答案3829:  96'7/8
3830. 答案3830:  58'49/93
3831. 答案3831:  48
3832. 答案3832:  2'11272/17651
3833. 答案3833:  2548'2/3
3834. 答案3834:  77'56/81
3835. 答案3835:  9'7/8
3836. 答案3836:  59/141
3837. 答案3837:  1'1/9
3838. 答案3838:  30'72/1075
3839. 答案3839:  19'1653/3689
3840. 答案3840:  4282'4303/11880
3841. 答案3841:  10'561/1150
3842. 答案3842:  37'48/187
3843. 答案3843:  75
3844. 答案3844:  753'6/17
3845. 答案3845:  1296
3846. 答案3846:  29'277/882
3847. 答案3847:  194413'4/11
3848. 答案3848:  2612'32/91
3849. 答案3849:  97
3850. 答案3850:  13'1/5
3851. 答案3851:  308/5745
3852. 答案3852:  48'365/962
3853. 答案3853:  3'1/4
3854. 答案3854:  4188'25/207
3855. 答案3855:  237/272
3856. 答案3856:  64'5/37
3857. 答案3857:  44'1648/1683
3858. 答案3858:  865
3859. 答案3859:  83'817/1474
3860. 答案3860:  154
3861. 答案3861:  1'40/43
3862. 答案3862:  33'16/71
3863. 答案3863:  14'1114/1435
3864. 答案3864:  228'111/238
3865. 答案3865:  2577/5258
3866. 答案3866:  15'1208/1599
3867. 答案3867:  5'233/234
3868. 答案3868:  6269
3869. 答案3869:  105'5/6
3870. 答案3870:  142'125/132
3871. 答案3871:  84'275/736
3872. 答案3872:  140'958/2849
3873. 答案3873:  45'7/8
3874. 答案3874:  284'2/7
3875. 答案3875:  9'571/1406
3876. 答案3876:  9'50/79
3877. 答案3877:  1040'20/41
3878. 答案3878:  203/228
3879. 答案3879:  62'53/129
3880. 答案3880:  58'33/34
3881. 答案3881:  5'12/31
3882. 答案3882:  78'14/37
3883. 答案3883:  109'1371/2242
3884. 答案3884:  79'2687/4372
3885. 答案3885:  740
3886. 答案3886:  11873'1/13
3887. 答案3887:  511'1/3
3888. 答案3888:  99
3889. 答案3889:  16'24/121
3890. 答案3890:  7'6/7
3891. 答案3891:  557'509/1445
3892. 答案3892:  5496'7/136
3893. 答案3893:  6'2/3
3894. 答案3894:  11/815
3895. 答案3895:  10'29/52
3896. 答案3896:  78'8/23
3897. 答案3897:  14'165/259
3898. 答案3898:  153/1078
3899. 答案3899:  351'2/3
3900. 答案3900:  2'144/175
3901. 答案3901:  54'13/21
3902. 答案3902:  3309'1/11
3903. 答案3903:  9'879/2596
3904. 答案3904:  38'185/208
3905. 答案3905:  1707'2/105
3906. 答案3906:  65'14/31
3907. 答案3907:  68'2/13
3908. 答案3908:  335'2503/3667
3909. 答案3909:  23'1/12
3910. 答案3910:  5191'1/5
3911. 答案3911:  2139/127925
3912. 答案3912:  6'689/2430
3913. 答案3913:  15'3/7
3914. 答案3914:  98325/428456
3915. 答案3915:  100'13/95
3916. 答案3916:  41
3917. 答案3917:  51'1/10
3918. 答案3918:  3479'61/93
3919. 答案3919:  601'1/19
3920. 答案3920:  41/88
3921. 答案3921:  1/5
3922. 答案3922:  74'440/2091
3923. 答案3923:  1780/2619
3924. 答案3924:  66'25/29
3925. 答案3925:  56'224/725
3926. 答案3926:  771'1/3
3927. 答案3927:  35'17/99
3928. 答案3928:  3906'9/55
3929. 答案3929:  87'355/748
3930. 答案3930:  28'9/10
3931. 答案3931:  85'2601/6794
3932. 答案3932:  8
3933. 答案3933:  101'40/53
3934. 答案3934:  902/985
3935. 答案3935:  122'3/5
3936. 答案3936:  16
3937. 答案3937:  87/91
3938. 答案3938:  563/3591
3939. 答案3939:  47
3940. 答案3940:  1597'3487/24978
3941. 答案3941:  1'2703/12620
3942. 答案3942:  92'1/27
3943. 答案3943:  53'2/3
3944. 答案3944:  38
3945. 答案3945:  32'908/1073
3946. 答案3946:  57'569/1770
3947. 答案3947:  25'7/12
3948. 答案3948:  92'808/1261
3949. 答案3949:  226'189/328
3950. 答案3950:  6244'17/40
3951. 答案3951:  8'62024/102331
3952. 答案3952:  2923
3953. 答案3953:  80'4/7
3954. 答案3954:  35'38/49
3955. 答案3955:  1340
3956. 答案3956:  5'2/3
3957. 答案3957:  96
3958. 答案3958:  167/2088
3959. 答案3959:  6'3/4
3960. 答案3960:  248/9065
3961. 答案3961:  42'8/15
3962. 答案3962:  90'53/86
3963. 答案3963:  64'3/59
3964. 答案3964:  93'1311/5104
3965. 答案3965:  3734'23/73
3966. 答案3966:  96
3967. 答案3967:  86'24/25
3968. 答案3968:  66'1/2
3969. 答案3969:  6'18/19
3970. 答案3970:  4'40/41
3971. 答案3971:  91/93
3972. 答案3972:  295104/415961
3973. 答案3973:  1'37/1638
3974. 答案3974:  49'85/97
3975. 答案3975:  444
3976. 答案3976:  38'1/2
3977. 答案3977:  37'7/17
3978. 答案3978:  507'3/5
3979. 答案3979:  0
3980. 答案3980:  257'61/72
3981. 答案3981:  288158'16/25
3982. 答案3982:  1'3/11
3983. 答案3983:  232'203/391
3984. 答案3984:  130'2/3
3985. 答案3985:  11/544
3986. 答案3986:  149'120/143
3987. 答案3987:  50'1/32
3988. 答案3988:  1729'14/43
3989. 答案3989:  2594'2507/3300
3990. 答案3990:  119'3039/4427
3991. 答案3991:  3'985123/1730080
3992. 答案3992:  20'8/81
3993. 答案3993:  346'1/2
3994. 答案3994:  50/231
3995. 答案3995:  83'2560/3197
3996. 答案3996:  12
3997. 答案3997:  6'497/6630
3998. 答案3998:  1971'2/3
3999. 答案3999:  1494'103/138
4000. 答案4000:  1189/21762
4001. 答案4001:  95'23/54
4002. 答案4002:  158'2/11
4003. 答案4003:  866'50/57
4004. 答案4004:  1593
4005. 答案4005:  14'1/42
4006. 答案4006:  74'42/79
4007. 答案4007:  317'139/153
4008. 答案4008:  12'1455/2021
4009. 答案4009:  66'1/16
4010. 答案4010:  40'157/660
4011. 答案4011:  161
4012. 答案4012:  1416'12/23
4013. 答案4013:  874
4014. 答案4014:  1072'15/28
4015. 答案4015:  152'1063/1575
4016. 答案4016:  5/7
4017. 答案4017:  30
4018. 答案4018:  3'36071/310684
4019. 答案4019:  17'3/16
4020. 答案4020:  3190
4021. 答案4021:  28/69
4022. 答案4022:  63'14/39
4023. 答案4023:  76'5/6
4024. 答案4024:  3'101/168
4025. 答案4025:  2890'2/3
4026. 答案4026:  73/75
4027. 答案4027:  915'1/2
4028. 答案4028:  2'23/236
4029. 答案4029:  898'128/1275
4030. 答案4030:  873/2007824
4031. 答案4031:  752'5029/13950
4032. 答案4032:  15769'17/32
4033. 答案4033:  42'68/609
4034. 答案4034:  5'35321/79709
4035. 答案4035:  121'50/87
4036. 答案4036:  21'823/1405
4037. 答案4037:  17'333/544
4038. 答案4038:  94'1265/2006
4039. 答案4039:  91/1440
4040. 答案4040:  6'61/272
4041. 答案4041:  6'59/552
4042. 答案4042:  35'5/24
4043. 答案4043:  42'5/41
4044. 答案4044:  336
4045. 答案4045:  76'8/19
4046. 答案4046:  4326'815/989
4047. 答案4047:  194
4048. 答案4048:  1'743/1568
4049. 答案4049:  81
4050. 答案4050:  16'449/1045
4051. 答案4051:  223'9575/10428
4052. 答案4052:  34'22/63
4053. 答案4053:  65'1/5
4054. 答案4054:  67'4/5
4055. 答案4055:  139'113/1261
4056. 答案4056:  170'18/65
4057. 答案4057:  6561
4058. 答案4058:  210'803/899
4059. 答案4059:  9073/9163
4060. 答案4060:  151'234/341
4061. 答案4061:  5605/1265112
4062. 答案4062:  118'1/8
